ticker,instrument,name,sector,currency,created_date,last_updated_date
HES,stock,Hess Corporation,Integrated Oil & Gas,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
HPE,stock,Hewlett Packard Enterprise,"Technology Hardware, Storage & Peripherals",USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
HLT,stock,Hilton Worldwide,"Hotels, Resorts & Cruise Lines",USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
HOLX,stock,Hologic,Health Care Equipment,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
HD,stock,Home Depot (The),Home Improvement Retail,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
HON,stock,Honeywell,Industrial Conglomerates,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
HRL,stock,Hormel Foods,Packaged Foods & Meats,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
HST,stock,Host Hotels & Resorts,Hotel & Resort REITs,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
HWM,stock,Howmet Aerospace,Aerospace & Defense,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
HPQ,stock,HP Inc.,"Technology Hardware, Storage & Peripherals",USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
HUBB,stock,Hubbell Incorporated,Industrial Machinery & Supplies & Components,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
HUM,stock,Humana,Managed Health Care,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
HBAN,stock,Huntington Bancshares,Regional Banks,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
HII,stock,Huntington Ingalls Industries,Aerospace & Defense,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
IBM,stock,IBM,IT Consulting & Other Services,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
IEX,stock,IDEX Corporation,Industrial Machinery & Supplies & Components,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
IDXX,stock,Idexx Laboratories,Health Care Equipment,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
ITW,stock,Illinois Tool Works,Industrial Machinery & Supplies & Components,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
INCY,stock,Incyte,Biotechnology,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
IR,stock,Ingersoll Rand,Industrial Machinery & Supplies & Components,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
PODD,stock,Insulet Corporation,Health Care Equipment,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
INTC,stock,Intel,Semiconductors,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
ICE,stock,Intercontinental Exchange,Financial Exchanges & Data,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
IFF,stock,International Flavors & Fragrances,Specialty Chemicals,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
IP,stock,International Paper,Paper & Plastic Packaging Products & Materials,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
IPG,stock,Interpublic Group of Companies (The),Advertising,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
INTU,stock,Intuit,Application Software,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
ISRG,stock,Intuitive Surgical,Health Care Equipment,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
IVZ,stock,Invesco,Asset Management & Custody Banks,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
INVH,stock,Invitation Homes,Single-Family Residential REITs,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
IQV,stock,IQVIA,Life Sciences Tools & Services,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
IRM,stock,Iron Mountain,Other Specialized REITs,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
JBHT,stock,J.B. Hunt,Cargo Ground Transportation,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
JBL,stock,Jabil,Electronic Manufacturing Services,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
JKHY,stock,Jack Henry & Associates,Transaction & Payment Processing Services,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
J,stock,Jacobs Solutions,Construction & Engineering,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
JNJ,stock,Johnson & Johnson,Pharmaceuticals,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
JCI,stock,Johnson Controls,Building Products,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
JPM,stock,JPMorgan Chase,Diversified Banks,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
JNPR,stock,Juniper Networks,Communications Equipment,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
K,stock,Kellanova,Packaged Foods & Meats,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
KVUE,stock,Kenvue,Personal Care Products,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
KDP,stock,Keurig Dr Pepper,Soft Drinks & Non-alcoholic Beverages,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
KEY,stock,KeyCorp,Regional Banks,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
KEYS,stock,Keysight,Electronic Equipment & Instruments,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
KMB,stock,Kimberly-Clark,Household Products,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
KIM,stock,Kimco Realty,Retail REITs,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
KMI,stock,Kinder Morgan,Oil & Gas Storage & Transportation,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
KKR,stock,KKR,Asset Management & Custody Banks,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
KLAC,stock,KLA Corporation,Semiconductor Materials & Equipment,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
KHC,stock,Kraft Heinz,Packaged Foods & Meats,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
KR,stock,Kroger,Food Retail,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
LHX,stock,L3Harris,Aerospace & Defense,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
LH,stock,LabCorp,Health Care Services,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
LRCX,stock,Lam Research,Semiconductor Materials & Equipment,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
LW,stock,Lamb Weston,Packaged Foods & Meats,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
LVS,stock,Las Vegas Sands,Casinos & Gaming,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
LDOS,stock,Leidos,Diversified Support Services,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
LEN,stock,Lennar,Homebuilding,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
LIN,stock,Linde plc,Industrial Gases,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
LYV,stock,Live Nation Entertainment,Movies & Entertainment,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
LKQ,stock,LKQ Corporation,Distributors,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
LMT,stock,Lockheed Martin,Aerospace & Defense,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
L,stock,Loews Corporation,Multi-line Insurance,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
LOW,stock,Lowe's,Home Improvement Retail,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
LULU,stock,Lululemon Athletica,"Apparel, Accessories & Luxury Goods",USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
LYB,stock,LyondellBasell,Specialty Chemicals,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
MTB,stock,M&T Bank,Regional Banks,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
MRO,stock,Marathon Oil,Oil & Gas Exploration & Production,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
MPC,stock,Marathon Petroleum,Oil & Gas Refining & Marketing,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
MKTX,stock,MarketAxess,Financial Exchanges & Data,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
MAR,stock,Marriott International,"Hotels, Resorts & Cruise Lines",USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
MMC,stock,Marsh McLennan,Insurance Brokers,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
MLM,stock,Martin Marietta Materials,Construction Materials,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
MAS,stock,Masco,Building Products,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
MA,stock,Mastercard,Transaction & Payment Processing Services,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
MTCH,stock,Match Group,Interactive Media & Services,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
MKC,stock,McCormick & Company,Packaged Foods & Meats,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
MCD,stock,McDonald's,Restaurants,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
MCK,stock,McKesson Corporation,Health Care Distributors,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
MDT,stock,Medtronic,Health Care Equipment,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
MRK,stock,Merck & Co.,Pharmaceuticals,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
META,stock,Meta Platforms,Interactive Media & Services,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
MET,stock,MetLife,Life & Health Insurance,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
MTD,stock,Mettler Toledo,Life Sciences Tools & Services,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
MGM,stock,MGM Resorts,Casinos & Gaming,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
MCHP,stock,Microchip Technology,Semiconductors,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
MU,stock,Micron Technology,Semiconductors,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
MSFT,stock,Microsoft,Systems Software,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
MAA,stock,Mid-America Apartment Communities,Multi-Family Residential REITs,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
MRNA,stock,Moderna,Biotechnology,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
MHK,stock,Mohawk Industries,Home Furnishings,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
MOH,stock,Molina Healthcare,Managed Health Care,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
TAP,stock,Molson Coors Beverage Company,Brewers,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
MDLZ,stock,Mondelez International,Packaged Foods & Meats,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
MPWR,stock,Monolithic Power Systems,Semiconductors,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
MNST,stock,Monster Beverage,Soft Drinks & Non-alcoholic Beverages,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
MCO,stock,Moody's Corporation,Financial Exchanges & Data,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
MS,stock,Morgan Stanley,Investment Banking & Brokerage,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
MOS,stock,Mosaic Company (The),Fertilizers & Agricultural Chemicals,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
MSI,stock,Motorola Solutions,Communications Equipment,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
MSCI,stock,MSCI,Financial Exchanges & Data,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
NDAQ,stock,"Nasdaq, Inc.",Financial Exchanges & Data,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
NTAP,stock,NetApp,"Technology Hardware, Storage & Peripherals",USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
NFLX,stock,Netflix,Movies & Entertainment,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
NEM,stock,Newmont,Gold,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
NWSA,stock,News Corp,Publishing,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
NWS,stock,News Corp,Publishing,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
NEE,stock,NextEra Energy,Multi-Utilities,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
NKE,stock,"Nike, Inc.","Apparel, Accessories & Luxury Goods",USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
NI,stock,NiSource,Multi-Utilities,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
NDSN,stock,Nordson Corporation,Industrial Machinery & Supplies & Components,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
NSC,stock,Norfolk Southern Railway,Rail Transportation,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
NTRS,stock,Northern Trust,Asset Management & Custody Banks,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
NOC,stock,Northrop Grumman,Aerospace & Defense,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
NCLH,stock,Norwegian Cruise Line Holdings,"Hotels, Resorts & Cruise Lines",USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
NRG,stock,NRG Energy,Independent Power Producers & Energy Traders,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
NUE,stock,Nucor,Steel,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
NVDA,stock,Nvidia,Semiconductors,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
NVR,stock,"NVR, Inc.",Homebuilding,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
NXPI,stock,NXP Semiconductors,Semiconductors,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
ORLY,stock,O'Reilly Auto Parts,Automotive Retail,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
OXY,stock,Occidental Petroleum,Oil & Gas Exploration & Production,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
ODFL,stock,Old Dominion,Cargo Ground Transportation,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
OMC,stock,Omnicom Group,Advertising,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
ON,stock,ON Semiconductor,Semiconductors,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
OKE,stock,ONEOK,Oil & Gas Storage & Transportation,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
ORCL,stock,Oracle Corporation,Application Software,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
OTIS,stock,Otis Worldwide,Industrial Machinery & Supplies & Components,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
PCAR,stock,Paccar,Construction Machinery & Heavy Transportation Equipment,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
PKG,stock,Packaging Corporation of America,Paper & Plastic Packaging Products & Materials,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
PANW,stock,Palo Alto Networks,Systems Software,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
PARA,stock,Paramount Global,Movies & Entertainment,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
PH,stock,Parker Hannifin,Industrial Machinery & Supplies & Components,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
PAYX,stock,Paychex,Human Resource & Employment Services,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
PAYC,stock,Paycom,Human Resource & Employment Services,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
PYPL,stock,PayPal,Transaction & Payment Processing Services,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
PNR,stock,Pentair,Industrial Machinery & Supplies & Components,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
PEP,stock,PepsiCo,Soft Drinks & Non-alcoholic Beverages,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
PFE,stock,Pfizer,Pharmaceuticals,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
PCG,stock,PG&E Corporation,Multi-Utilities,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
PM,stock,Philip Morris International,Tobacco,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
PSX,stock,Phillips 66,Oil & Gas Refining & Marketing,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
PNW,stock,Pinnacle West,Multi-Utilities,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
PNC,stock,PNC Financial Services,Regional Banks,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
POOL,stock,Pool Corporation,Distributors,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
PPG,stock,PPG Industries,Specialty Chemicals,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
PPL,stock,PPL Corporation,Electric Utilities,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
PFG,stock,Principal Financial Group,Life & Health Insurance,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
PG,stock,Procter & Gamble,Personal Care Products,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
PGR,stock,Progressive Corporation,Property & Casualty Insurance,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
PLD,stock,Prologis,Industrial REITs,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
PRU,stock,Prudential Financial,Life & Health Insurance,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
PEG,stock,Public Service Enterprise Group,Electric Utilities,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
PTC,stock,PTC,Application Software,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
PSA,stock,Public Storage,Self-Storage REITs,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
PHM,stock,PulteGroup,Homebuilding,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
QRVO,stock,Qorvo,Semiconductors,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
PWR,stock,Quanta Services,Construction & Engineering,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
QCOM,stock,Qualcomm,Semiconductors,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
DGX,stock,Quest Diagnostics,Health Care Services,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
RL,stock,Ralph Lauren Corporation,"Apparel, Accessories & Luxury Goods",USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
RJF,stock,Raymond James,Investment Banking & Brokerage,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
RTX,stock,RTX Corporation,Aerospace & Defense,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
O,stock,Realty Income,Retail REITs,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
REG,stock,Regency Centers,Retail REITs,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
REGN,stock,Regeneron,Biotechnology,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
RF,stock,Regions Financial Corporation,Regional Banks,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
RSG,stock,Republic Services,Environmental & Facilities Services,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
RMD,stock,ResMed,Health Care Equipment,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
RVTY,stock,Revvity,Health Care Equipment,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
ROK,stock,Rockwell Automation,Electrical Components & Equipment,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
ROL,stock,"Rollins, Inc.",Environmental & Facilities Services,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
ROP,stock,Roper Technologies,Electronic Equipment & Instruments,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
ROST,stock,Ross Stores,Apparel Retail,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
RCL,stock,Royal Caribbean Group,"Hotels, Resorts & Cruise Lines",USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
SPGI,stock,S&P Global,Financial Exchanges & Data,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
CRM,stock,Salesforce,Application Software,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
SBAC,stock,SBA Communications,Telecom Tower REITs,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
SLB,stock,Schlumberger,Oil & Gas Equipment & Services,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
STX,stock,Seagate Technology,"Technology Hardware, Storage & Peripherals",USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
SRE,stock,Sempra Energy,Multi-Utilities,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
NOW,stock,ServiceNow,Systems Software,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
SHW,stock,Sherwin-Williams,Specialty Chemicals,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
SPG,stock,Simon Property Group,Retail REITs,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
SWKS,stock,Skyworks Solutions,Semiconductors,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
SJM,stock,J.M. Smucker Company (The),Packaged Foods & Meats,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
SNA,stock,Snap-on,Industrial Machinery & Supplies & Components,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
SOLV,stock,Solventum,Health Care Technology,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
SO,stock,Southern Company,Electric Utilities,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
LUV,stock,Southwest Airlines,Passenger Airlines,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
SWK,stock,Stanley Black & Decker,Industrial Machinery & Supplies & Components,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
SBUX,stock,Starbucks,Restaurants,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
STT,stock,State Street Corporation,Asset Management & Custody Banks,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
STLD,stock,Steel Dynamics,Steel,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
STE,stock,Steris,Health Care Equipment,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
SYK,stock,Stryker Corporation,Health Care Equipment,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
SMCI,stock,Supermicro,"Technology Hardware, Storage & Peripherals",USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
SYF,stock,Synchrony Financial,Consumer Finance,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
SNPS,stock,Synopsys,Application Software,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
SYY,stock,Sysco,Food Distributors,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
TMUS,stock,T-Mobile US,Wireless Telecommunication Services,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
TROW,stock,T. Rowe Price,Asset Management & Custody Banks,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
TTWO,stock,Take-Two Interactive,Interactive Home Entertainment,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
TPR,stock,"Tapestry, Inc.","Apparel, Accessories & Luxury Goods",USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
TRGP,stock,Targa Resources,Oil & Gas Storage & Transportation,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
TGT,stock,Target Corporation,Consumer Staples Merchandise Retail,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
TEL,stock,TE Connectivity,Electronic Manufacturing Services,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
TDY,stock,Teledyne Technologies,Electronic Equipment & Instruments,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
TFX,stock,Teleflex,Health Care Equipment,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
TER,stock,Teradyne,Semiconductor Materials & Equipment,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
TSLA,stock,"Tesla, Inc.",Automobile Manufacturers,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
TXN,stock,Texas Instruments,Semiconductors,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
TXT,stock,Textron,Aerospace & Defense,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
TMO,stock,Thermo Fisher Scientific,Life Sciences Tools & Services,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
TJX,stock,TJX Companies,Apparel Retail,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
TSCO,stock,Tractor Supply,Other Specialty Retail,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
TT,stock,Trane Technologies,Building Products,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
TDG,stock,TransDigm Group,Aerospace & Defense,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
TRV,stock,Travelers Companies (The),Property & Casualty Insurance,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
TRMB,stock,Trimble Inc.,Electronic Equipment & Instruments,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
TFC,stock,Truist,Regional Banks,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
TYL,stock,Tyler Technologies,Application Software,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
TSN,stock,Tyson Foods,Packaged Foods & Meats,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
USB,stock,U.S. Bank,Diversified Banks,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
UBER,stock,Uber,Passenger Ground Transportation,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
UDR,stock,"UDR, Inc.",Multi-Family Residential REITs,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
ULTA,stock,Ulta Beauty,Other Specialty Retail,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
UNP,stock,Union Pacific Corporation,Rail Transportation,USD,2024-07-10 17:26:07.399488,2024-07-10 17:26:07.399488
