stock_name,stock_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
杭华股份,688571.SH,20231229,7.32,7.51,7.21,7.48,7.3,0.18,2.4658,35518.92,26225.449
杭华股份,688571.SH,20231228,7.13,7.32,6.99,7.3,7.09,0.21,2.9619,30071.35,21656.127
杭华股份,688571.SH,20231227,7.03,7.12,6.97,7.09,7.05,0.04,0.5674,18813.35,13217.336
杭华股份,688571.SH,20231226,7.09,7.16,7.01,7.05,7.12,-0.07,-0.9831,15722.09,11111.158
杭华股份,688571.SH,20231225,7.05,7.21,6.99,7.12,7.11,0.01,0.1406,25563.02,18113.544
杭华股份,688571.SH,20231222,7.18,7.2,7.05,7.11,7.19,-0.08,-1.1127,16087.06,11453.936
杭华股份,688571.SH,20231221,7.17,7.2,6.96,7.19,7.2,-0.01,-0.1389,29815.44,21151.695
杭华股份,688571.SH,20231220,7.25,7.35,7.05,7.2,7.21,-0.01,-0.1387,25787.96,18747.99
杭华股份,688571.SH,20231219,7.06,7.24,7.04,7.21,7.11,0.1,1.4065,27779.55,19841.618
杭华股份,688571.SH,20231218,7.18,7.25,7.06,7.11,7.27,-0.16,-2.2008,38269.25,27239.474
杭华股份,688571.SH,20231215,7.22,7.27,7.14,7.27,7.17,0.1,1.3947,25043.05,18107.555
杭华股份,688571.SH,20231214,7.17,7.26,7.16,7.17,7.19,-0.02,-0.2782,18768.1,13503.526
杭华股份,688571.SH,20231213,7.18,7.27,7.1,7.19,7.17,0.02,0.2789,24340.74,17490.154
杭华股份,688571.SH,20231212,7.24,7.25,7.08,7.17,7.23,-0.06,-0.8299,32845.15,23521.674
杭华股份,688571.SH,20231211,7.15,7.33,7.1,7.23,7.17,0.06,0.8368,40510.18,29245.452
杭华股份,688571.SH,20231208,7.34,7.4,7.15,7.17,7.31,-0.14,-1.9152,29352.24,21317.011
杭华股份,688571.SH,20231207,7.27,7.37,7.24,7.31,7.29,0.02,0.2743,23122.66,16862.878
杭华股份,688571.SH,20231206,7.26,7.38,7.24,7.29,7.3,-0.01,-0.137,31590.7,23084.674
杭华股份,688571.SH,20231205,7.45,7.45,7.24,7.3,7.3,0.0,0.0,32059.39,23425.362
杭华股份,688571.SH,20231204,7.35,7.43,7.3,7.3,7.33,-0.03,-0.4093,34268.2,25178.736
杭华股份,688571.SH,20231201,7.34,7.42,7.21,7.33,7.32,0.01,0.1366,28849.96,21199.893
杭华股份,688571.SH,20231130,7.44,7.47,7.29,7.32,7.49,-0.17,-2.2697,33066.37,24312.44
杭华股份,688571.SH,20231129,7.49,7.56,7.38,7.49,7.48,0.01,0.1337,25493.12,19134.452
杭华股份,688571.SH,20231128,7.44,7.5,7.3,7.48,7.37,0.11,1.4925,26199.29,19495.894
杭华股份,688571.SH,20231127,7.4,7.51,7.33,7.37,7.31,0.06,0.8208,43442.31,32112.293
杭华股份,688571.SH,20231124,7.49,7.56,7.25,7.31,7.53,-0.22,-2.9216,55899.04,41017.484
杭华股份,688571.SH,20231123,7.5,7.55,7.44,7.53,7.5,0.03,0.4,17500.34,13142.582
杭华股份,688571.SH,20231122,7.53,7.6,7.44,7.5,7.53,-0.03,-0.3984,25558.01,19258.927
杭华股份,688571.SH,20231121,7.62,7.65,7.48,7.53,7.58,-0.05,-0.6596,30512.9,23152.203
杭华股份,688571.SH,20231120,7.58,7.64,7.47,7.58,7.57,0.01,0.1321,27392.26,20698.903
杭华股份,688571.SH,20231117,7.62,7.62,7.48,7.57,7.56,0.01,0.1323,18222.36,13760.564
杭华股份,688571.SH,20231116,7.54,7.64,7.49,7.56,7.55,0.01,0.1325,29343.53,22280.452
杭华股份,688571.SH,20231115,7.54,7.59,7.44,7.55,7.47,0.08,1.071,29524.51,22205.48
杭华股份,688571.SH,20231114,7.6,7.61,7.42,7.47,7.61,-0.14,-1.8397,38463.76,28729.326
杭华股份,688571.SH,20231113,7.51,7.62,7.43,7.61,7.51,0.1,1.3316,40320.75,30393.016
杭华股份,688571.SH,20231110,7.44,7.54,7.42,7.51,7.48,0.03,0.4011,26942.32,20178.562
杭华股份,688571.SH,20231109,7.52,7.56,7.43,7.48,7.52,-0.04,-0.5319,35163.11,26306.636
杭华股份,688571.SH,20231108,7.4,7.57,7.4,7.52,7.48,0.04,0.5348,38227.5,28674.497
杭华股份,688571.SH,20231107,7.43,7.5,7.33,7.48,7.39,0.09,1.2179,36658.81,27297.604
杭华股份,688571.SH,20231106,7.29,7.41,7.27,7.39,7.27,0.12,1.6506,35662.2,26259.0
杭华股份,688571.SH,20231103,7.16,7.35,7.16,7.27,7.19,0.08,1.1127,32188.26,23434.937
杭华股份,688571.SH,20231102,7.28,7.31,7.16,7.19,7.23,-0.04,-0.5533,31992.62,23029.938
杭华股份,688571.SH,20231101,7.19,7.31,7.19,7.23,7.23,0.0,0.0,49274.86,35662.422
杭华股份,688571.SH,20231031,7.28,7.44,7.18,7.23,7.32,-0.09,-1.2295,46631.28,33876.596
杭华股份,688571.SH,20231030,7.43,7.46,7.3,7.32,7.4,-0.08,-1.0811,54979.46,40627.261
杭华股份,688571.SH,20231027,7.41,7.48,7.29,7.4,7.41,-0.01,-0.135,67667.01,49934.248
杭华股份,688571.SH,20231026,7.52,7.65,7.33,7.41,7.34,0.07,0.9537,104228.49,77828.535
杭华股份,688571.SH,20231025,7.01,7.39,7.01,7.34,7.14,0.2,2.8011,127248.5,93146.677
杭华股份,688571.SH,20231024,6.89,7.38,6.87,7.14,6.52,0.62,9.5092,179721.01,129606.529
杭华股份,688571.SH,20231023,6.66,6.66,6.45,6.52,6.64,-0.12,-1.8072,21823.95,14270.121
杭华股份,688571.SH,20231020,6.65,6.79,6.59,6.64,6.7,-0.06,-0.8955,31544.84,21028.496
杭华股份,688571.SH,20231019,6.66,6.86,6.57,6.7,6.68,0.02,0.2994,20915.54,14071.509
